label,scope,registered_on,author,why,hypothesis,scored_on,outcome
mc_bollinger_bandwidth,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_center_of_gravity_indicator,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_chaikin_money_flow_gradient,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_chaikin_oscillator_spread,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_chebyshev_polynomial_fit,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_close_range_oscillator,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_composite_atr_band,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_composite_range_momentum,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_cumulative_diff_reversion,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_cumulative_sum_reversion,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_current_run_reversion,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_cycle_adjusted_trend,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_dema_projection,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
